GeneID	Symbol	Description	log2(fold change)	-log10(Pvalue)
107987097	LOC107987097	uncharacterized LOC107987097	1.214	1.33
158293	FAM120AOS	family with sequence similarity 120A opposite strand	0.478	3.332
23196	FAM120A	family with sequence similarity 120A	-0.568	1.958
2203	FBP1	fructose-bisphosphatase 1	-3.34	2.613
195827	PRXL2C	peroxiredoxin like 2C	-1.281	2.854
84278	MFSD14CP	major facilitator superfamily domain containing 14C, pseudogene	0.468	1.386
1515	CTSV	cathepsin V	4.09	3.203
4686	NCBP1	nuclear cap binding protein subunit 1	-0.551	2.328
54187	NANS	N-acetylneuraminate synthase	-1.608	7.832
7464	CORO2A	coronin 2A	2.899	27.998
1306	COL15A1	collagen type XV alpha 1 chain	-2.544	1.705
7046	TGFBR1	transforming growth factor beta receptor 1	-1.097	2.976
10952	SEC61B	SEC61 translocon subunit beta	-0.951	3.767
8013	NR4A3	nuclear receptor subfamily 4 group A member 3	-3.605	4.676
441461	STX17-DT	STX17 divergent transcript	5.083	4.86
55014	STX17	syntaxin 17	1.163	4.101
23071	ERP44	endoplasmic reticulum protein 44	-0.575	2.196
91283	MSANTD3	Myb/SANT DNA binding domain containing 3	-1.182	2.242
100526694	MSANTD3-TMEFF1	MSANTD3-TMEFF1 readthrough	-1.349	2.67
84302	PGAP4	post-GPI attachment to proteins GalNAc transferase 4	2.989	2.691
19	ABCA1	ATP binding cassette subfamily A member 1	-1.234	3.659
26134	RALGAPA1P1	RALGAPA1 pseudogene 1	1.328	3.866
55151	TMEM38B	transmembrane protein 38B	-1.005	3.78
9314	KLF4	KLF transcription factor 4	2.802	8.81
23731	TMEM245	transmembrane protein 245	0.831	3.4
5774	PTPN3	protein tyrosine phosphatase non-receptor type 3	4.118	4.177
445815	PALM2AKAP2	PALM2 and AKAP2 fusion	-1.601	3.96
552891	DNAJC25-GNG10	DNAJC25-GNG10 readthrough	-2.196	6.41
548645	DNAJC25	DnaJ heat shock protein family (Hsp40) member C25	-0.76	2.501
2790	GNG10	G protein subunit gamma 10	-2.229	6.578
105376220	LINC02977	long intergenic non-protein coding RNA 2977	-2.329	4.796
64420	SUSD1	sushi domain containing 1	-1.748	1.967
57864	SLC46A2	solute carrier family 46 member 2	3.373	18.562
100128385	FAM225B	family with sequence similarity 225 member B	-3.775	2.287
286333	FAM225A	family with sequence similarity 225 member A	-3.836	2.29
9128	PRPF4	pre-mRNA processing factor 4	-0.593	1.448
54836	BSPRY	B-box and SPRY domain containing	3.717	3.195
81932	HDHD3	haloacid dehalogenase like hydrolase domain containing 3	1.501	2.966
210	ALAD	aminolevulinate dehydratase	1.038	1.837
5998	RGS3	regulator of G protein signaling 3	-2.432	2.781
105376222	LOC105376222	uncharacterized LOC105376222	-7.932	3.607
105376223	LOC105376223	uncharacterized LOC105376223	-6.782	2.811
113220	KIF12	kinesin family member 12	-4.09	1.34
80709	AKNA	AT-hook transcription factor	-2.259	11.476
203197	TMEM268	transmembrane protein 268	-1.284	1.993
944	TNFSF8	TNF superfamily member 8	-3.489	6.732
3371	TNC	tenascin C	-3.58	4.998
7099	TLR4	toll like receptor 4	-3.1	5.676
105376244	LOC105376244	uncharacterized LOC105376244	-3.656	3.294
1620	BRINP1	BMP/retinoic acid inducible neural specific 1	-7.162	4.102
26147	PHF19	PHD finger protein 19	-1.273	3.127
7185	TRAF1	TNF receptor associated factor 1	-1.522	1.316
2934	GSN	gelsolin	1.569	3.491
2040	STOM	stomatin	-0.916	1.691
5742	PTGS1	prostaglandin-endoperoxide synthase 1	2.803	3.432
10783	NEK6	NIMA related kinase 6	-2.477	13.379
100129034	LOC100129034	uncharacterized LOC100129034	-1.44	24.061
105376270	LOC105376270	uncharacterized LOC105376270	6.173	5.533
347088	ADGRD2	adhesion G protein-coupled receptor D2	7.449	4.57
3309	HSPA5	heat shock protein family A (Hsp70) member 5	-1.549	5.042
23099	ZBTB43	zinc finger and BTB domain containing 43	1.035	1.613
9649	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1	2.493	1.525
90678	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	1.143	6.435
27433	TOR2A	torsin family 2 member A	-0.923	1.771
10044	SH2D3C	SH2 domain containing 3C	-1.982	5.369
2356	FPGS	folylpolyglutamate synthase	-1.543	3.438
2022	ENG	endoglin	-3.094	12.139
102723566	LOC102723566	uncharacterized LOC102723566	-2.464	7.129
27090	ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	-2.367	16.042
138429	PIP5KL1	phosphatidylinositol-4-phosphate 5-kinase like 1	1.842	1.438
79095	BBLN	bublin coiled coil protein	0.924	3.502
25792	CIZ1	CDKN1A interacting zinc finger protein 1	0.552	1.517
2801	GOLGA2	golgin A2	0.555	2.163
375757	SWI5	SWI5 homologous recombination repair protein	-1.039	1.692
51117	COQ4	coenzyme Q4	1	2.105
10999	SLC27A4	solute carrier family 27 member 4	1.237	2.481
4957	ODF2	outer dense fiber of sperm tails 2	-0.902	1.514
6709	SPTAN1	spectrin alpha, non-erythrocytic 1	0.846	2.123
10444	ZER1	zyg-11 related cell cycle regulator	0.664	2.01
254295	PHYHD1	phytanoyl-CoA dioxygenase domain containing 1	1.983	2.408
22845	DOLK	dolichol kinase	-0.742	1.895
56904	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2	2.317	14.736
389792	IER5L	immediate early response 5 like	-1.905	3.127
1861	TOR1A	torsin family 1 member A	-0.581	1.99
51759	C9orf78	chromosome 9 open reading frame 78	0.497	1.779
23413	NCS1	neuronal calcium sensor 1	1.073	2.139
25	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	-0.784	1.552
286336	FAM78A	family with sequence similarity 78 member A	-2.938	12.831
84814	PLPP7	phospholipid phosphatase 7 (inactive)	-2.972	1.623
84726	PRRC2B	proline rich coiled-coil 2B	0.693	3.753
107987135	LOC107987135		0.561	1.421
2889	RAPGEF1	Rap guanine nucleotide exchange factor 1	-1.406	2.048
84628	NTNG2	netrin G2	-1.676	1.95
64794	DDX31	DEAD-box helicase 31	0.502	1.527
9329	GTF3C4	general transcription factor IIIC subunit 4	1.138	7.074
7248	TSC1	TSC complex subunit 1	0.603	2.023
5900	RALGDS	ral guanine nucleotide dissociation stimulator	0.928	1.831
26301	GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)	-3.579	9.474
6836	SURF4	surfeit 4	-1.208	5.063
11182	SLC2A6	solute carrier family 2 member 6	-4.158	14.072
6256	RXRA	retinoid X receptor alpha	1.535	2.847
2220	FCN2	ficolin 2	-4.194	2.398
2219	FCN1	ficolin 1	-5.946	13.011
102723971	LOC102723971	lipocalin 1-like	10.329	22.19
157922	CAMSAP1	calmodulin regulated spectrin associated protein 1	1.058	3.982
10422	UBAC1	UBA domain containing 1	0.963	3.08
138151	NACC2	NACC family member 2	-1.278	4.492
10807	ENTR1	endosome associated trafficking regulator 1	-0.602	1.392
401561	LINC01451	long intergenic non-protein coding RNA 1451	4.588	4.802
9022	CLIC3	chloride intracellular channel 3	3.263	2.561
2529	FUT7	fucosyltransferase 7	-2.881	6.091
954	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2	2.728	1.727
29882	ANAPC2	anaphase promoting complex subunit 2	0.58	1.452
286262	TPRN	taperin	1.767	9.215
94107	TMEM203	transmembrane protein 203	0.616	2.842
375791	CYSRT1	cysteine rich tail 1	4.814	7.002
54863	TOR4A	torsin family 4 member A	-1.772	4.234
441478	NRARP	NOTCH regulated ankyrin repeat protein	1.602	1.645
10811	NOXA1	NADPH oxidase activator 1	1.53	3.842
375775	PNPLA7	patatin like phospholipase domain containing 7	2.202	1.759
105376333	LOC105376333	uncharacterized LOC105376333	-1.829	2.356
23560	GTPBP4	GTP binding protein 4	-0.828	2.045
105376360	LOC105376360	uncharacterized LOC105376360	4.226	1.769
107984192	LOC107984192	uncharacterized LOC107984192	2.956	2.93
105376361	LOC105376361	uncharacterized LOC105376361	5.404	7.531
101927904	LINC02660	long intergenic non-protein coding RNA 2660	6.619	4.813
51806	CALML5	calmodulin like 5	5.703	4.802
100132159	CALML3-AS1	CALML3 antisense RNA 1	6.512	10.026
810	CALML3	calmodulin like 3	7.152	5.645
2665	GDI2	GDP dissociation inhibitor 2	-0.395	1.617
3601	IL15RA	interleukin 15 receptor subunit alpha	-1.461	2.472
3559	IL2RA	interleukin 2 receptor subunit alpha	-3.821	5.26
5209	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	-2.945	4.738
57713	SFMBT2	Scm like with four mbt domains 2	-2.183	3.742
2625	GATA3	GATA binding protein 3	5.825	19.516
399717	GATA3-AS1	GATA3 antisense RNA 1	4.664	6.917
10659	CELF2	CUGBP Elav-like family member 2	-1.253	1.455
9712	USP6NL	USP6 N-terminal like	0.879	2.537
57118	CAMK1D	calcium/calmodulin dependent protein kinase ID	2.272	9.956
83643	CCDC3	coiled-coil domain containing 3	2.513	2.576
55388	MCM10	minichromosome maintenance 10 replication initiation factor	-1.949	3.792
441549	CDNF	cerebral dopamine neurotrophic factor	2.766	2.43
79723	SUV39H2	SUV39H2 histone lysine methyltransferase	-0.554	1.414
80013	MINDY3	MINDY lysine 48 deubiquitinase 3	0.675	2.318
6251	RSU1	Ras suppressor protein 1	-0.532	1.794
100507347	VIM-AS1	VIM antisense RNA 1	-1.114	2.314
7431	VIM	vimentin	-1.085	2.364
338596	ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	1.812	2.487
4360	MRC1	mannose receptor C-type 1	-3.347	4.531
10529	NEBL	nebulette	4.126	3.78
5305	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	-1.633	7.097
22921	MSRB2	methionine sulfoxide reductase B2	-1.235	1.865
57512	GPR158	G protein-coupled receptor 158	2.776	1.496
54518	APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein	-3.982	16.613
387646	LRRC37A6P	leucine rich repeat containing 37 member A6, pseudogene	2.068	3.132
22931	RAB18	RAB18, member RAS oncogene family	0.569	1.72
143098	MPP7	MAGUK p55 scaffold protein 7	4.655	7.591
1326	MAP3K8	mitogen-activated protein kinase kinase kinase 8	-1.915	2.281
105376486	LOC105376486		-2.381	1.679
3688	ITGB1	integrin subunit beta 1	-1.594	6.917
106633814	SNORA86	small nucleolar RNA, H/ACA box 86	-1.758	7.984
8829	NRP1	neuropilin 1	-1.945	17.066
56288	PARD3	par-3 family cell polarity regulator	2.946	25.346
100505601	PARD3-DT	PARD3 divergent transcript	4.772	2.772
105376491	LINC02635	long intergenic non-protein coding RNA 2635	5.086	6.615
1390	CREM	cAMP responsive element modulator	-3.117	4.772
107984224	LOC107984224		2.945	2.018
441666	LOC441666	zinc finger protein 91 pseudogene	-1.93	1.801
55454	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2	-1.014	1.923
642819	ZNF487	zinc finger protein 487	-1.007	1.457
8187	ZNF239	zinc finger protein 239	-3.956	7.069
83937	RASSF4	Ras association domain family member 4	-3.156	16.726
105378281	LOC105378281	uncharacterized LOC105378281	-2.22	7.531
220979	ZNF22-AS1	ZNF22 antisense RNA 1	-2.385	3.826
7570	ZNF22	zinc finger protein 22	-0.748	1.642
240	ALOX5	arachidonate 5-lipoxygenase	-2.968	6.176
102724323	LOC102724323	uncharacterized LOC102724323	-3.782	2.246
105378287	LOC105378287	uncharacterized LOC105378287	8.689	5.729
4477	MSMB	microseminoprotein beta	10.798	9.895
100132929	FAM25BP	protein FAM25	4.966	2.556
728113	ANXA8L1	annexin A8 like 1	3.843	2.415
643650	LINC00842	long intergenic non-protein coding RNA 842	5.656	6.362
728643	HNRNPA1P33	heterogeneous nuclear ribonucleoprotein A1 pseudogene 33	1.641	3.07
107987152	LOC107987152		3.504	4.342
5540	NPY4R	neuropeptide Y receptor Y4	4.98	7.036
9721	GPRIN2	G protein regulated inducer of neurite outgrowth 2	6.55	7.711
101927699	SYT15-AS1	SYT15 antisense RNA 1	2.726	2.354
26095	PTPN20	protein tyrosine phosphatase non-receptor type 20	2.696	1.71
653145	ANXA8	annexin A8	3.916	2.372
100133093	FAM25G	family with sequence similarity 25 member G	4.68	2.256
113939912	BMS1P2-AGAP9	BMS1P2-AGAP9 readthrough	1.03	1.643
642517	AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	0.945	1.378
102724488	SYT15B	synaptotagmin 15B	1.342	1.577
100996758	NPY4R2	neuropeptide Y receptor Y4-2	5.159	9.444
644054	FAM25C	family with sequence similarity 25 member C	4.721	2.294
414224	AGAP12P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene	0.917	1.324
58504	ARHGAP22	Rho GTPase activating protein 22	-1.3	1.849
57705	WDFY4	WDFY family member 4	-2.214	5.19
170371	TMEM273	transmembrane protein 273	-1.5	2.957
2074	ERCC6	ERCC excision repair 6, chromatin remodeling factor	1.173	1.848
7321	UBE2D1	ubiquitin conjugating enzyme E2 D1	-1.816	6.87
80114	BICC1	BicC family RNA binding protein 1	-1.567	2.587
8030	CCDC6	coiled-coil domain containing 6	1.165	3.418
288	ANK3	ankyrin 3	3.036	4.383
29982	NRBF2	nuclear receptor binding factor 2	-0.498	1.569
64081	PBLD	phenazine biosynthesis like protein domain containing	-1.271	1.381
5552	SRGN	serglycin	-5.493	12.397
23555	TSPAN15	tetraspanin 15	-2.116	3.059
219743	TYSND1	trypsin like peroxisomal matrix peptidase 1	1.056	1.575
56681	SAR1A	secretion associated Ras related GTPase 1A	-0.612	1.386
140766	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	-2.302	1.647
219793	TBATA	thymus, brain and testes associated	2.673	1.442
55315	SLC29A3	solute carrier family 29 member 3	-1.603	3.936
64115	VSIR	V-set immunoregulatory receptor	-1.502	1.794
5660	PSAP	prosaposin	-1.527	3.936
9806	SPOCK2	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2	-1.941	1.841
54541	DDIT4	DNA damage inducible transcript 4	-1.781	1.336
170392	OIT3	oncoprotein induced transcript 3	-4.67	2.811
5033	P4HA1	prolyl 4-hydroxylase subunit alpha 1	-1.628	2.332
159195	USP54	ubiquitin specific peptidase 54	1.71	7.576
5328	PLAU	plasminogen activator, urokinase	-3.653	9.356
414236	C10orf55	chromosome 10 putative open reading frame 55	-3.278	7.365
26985	AP3M1	adaptor related protein complex 3 subunit mu 1	-0.351	1.608
132	ADK	adenosine kinase	0.825	1.318
84858	ZNF503	zinc finger protein 503	-2.001	3.172
9231	DLG5	discs large MAGUK scaffold protein 5	1.87	4.967
10105	PPIF	peptidylprolyl isomerase F	-1.495	1.434
219654	ZCCHC24	zinc finger CCHC-type containing 24	-1.288	1.99
6441	SFTPD	surfactant protein D	4.326	5.392
219347	TMEM254-AS1	TMEM254 antisense RNA 1	3.278	4.296
80195	TMEM254	transmembrane protein 254	2.643	15.149
84293	PRXL2A	peroxiredoxin like 2A	1.425	3.499
387695	GPR15LG	G protein-coupled receptor 15 ligand	5.182	2.296
92211	CDHR1	cadherin related family member 1	9.075	68.515
340745	LRIT2	leucine rich repeat, Ig-like and transmembrane domains 2	8.748	9.395
54462	CCSER2	coiled-coil serine rich protein 2	1.317	4.646
105378407	LOC105378407	uncharacterized LOC105378407	8.433	11.391
9060	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	-2.835	13.808
105378415	LOC105378415	uncharacterized LOC105378415	-5.676	2.782
643414	LIPK	lipase family member K	7.253	12.818
643418	LIPN	lipase family member N	2.5	1.315
340654	LIPM	lipase family member M	4.954	5.864
118932	ANKRD22	ankyrin repeat domain 22	3.182	3.051
59	ACTA2	actin alpha 2, smooth muscle	-2.721	2.915
9023	CH25H	cholesterol 25-hydroxylase	-3.381	7.253
3988	LIPA	lipase A, lysosomal acid type	-2.034	3.98
3433	IFIT2	interferon induced protein with tetratricopeptide repeats 2	-2.023	1.623
3437	IFIT3	interferon induced protein with tetratricopeptide repeats 3	-1.594	1.385
101926887	LOC101926887	uncharacterized LOC101926887	-4.321	1.788
53354	PANK1	pantothenate kinase 1	2.359	4.683
3363	HTR7	5-hydroxytryptamine receptor 7	-3.137	4.617
84333	PCGF5	polycomb group ring finger 5	0.731	2.248
9044	BTAF1	B-TFIID TATA-box binding protein associated factor 1	1.243	1.52
22849	CPEB3	cytoplasmic polyadenylation element binding protein 3	0.998	1.414
3416	IDE	insulin degrading enzyme	3.099	30.765
3087	HHEX	hematopoietically expressed homeobox	-2.044	10.187
55165	CEP55	centrosomal protein 55	-1.767	2.063
338557	FFAR4	free fatty acid receptor 4	3.572	2.678
5950	RBP4	retinol binding protein 4	-5.504	2.847
3070	HELLS	helicase, lymphoid specific	-0.946	1.929
1562	CYP2C18	cytochrome P450 family 2 subfamily C member 18	10.009	22.134
105378443	LOC105378443	uncharacterized LOC105378443	-4.764	17.363
118788	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1	-4.642	11.08
84287	ZDHHC16	zinc finger DHHC-type palmitoyltransferase 16	-1.048	4.429
64210	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component	0.431	1.549
26287	ANKRD2	ankyrin repeat domain 2	3.841	3.156
26507	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1	3.068	2.899
23268	DNMBP	dynamin binding protein	1.75	6.106
100188954	DNMBP-AS1	DNMBP antisense RNA 1	1.936	1.608
55662	HIF1AN	hypoxia inducible factor 1 subunit alpha inhibitor	0.801	2.937
57715	SEMA4G	semaphorin 4G	2.876	2.813
6468	FBXW4	F-box and WD repeat domain containing 4	1.307	3.55
8861	LDB1	LIM domain binding 1	1.576	5.263
4791	NFKB2	nuclear factor kappa B subunit 2	-1.633	5.458
79946	C10orf95	chromosome 10 open reading frame 95	1.48	1.893
81603	TRIM8	tripartite motif containing 8	-1.187	3.379
22978	NT5C2	5'-nucleotidase, cytosolic II	-0.704	3.033
9118	INA	internexin neuronal intermediate filament protein alpha	3.043	3.405
51063	CALHM2	calcium homeostasis modulator family member 2	-1.386	2.67
9748	SLK	STE20 like kinase	0.891	1.63
9446	GSTO1	glutathione S-transferase omega 1	-2.133	9.947
119391	GSTO2	glutathione S-transferase omega 2	2.53	3.092
4601	MXI1	MAX interactor 1, dimerization protein	1.537	2.353
10285	SMNDC1	survival motor neuron domain containing 1	-0.62	1.729
1847	DUSP5	dual specificity phosphatase 5	-1.413	1.527
27250	PDCD4	programmed cell death 4	1.63	6.146
92482	BBIP1	BBSome interacting protein 1	0.484	1.447
8036	SHOC2	SHOC2 leucine rich repeat scaffold protein	-0.436	1.457
51703	ACSL5	acyl-CoA synthetase long chain family member 5	-2.374	9.065
64429	ZDHHC6	zinc finger DHHC-type palmitoyltransferase 6	-0.395	2.131
79949	PLEKHS1	pleckstrin homology domain containing S1	-5.957	3.55
55088	CCDC186	coiled-coil domain containing 186	1.364	2.003
340706	VWA2	von Willebrand factor A domain containing 2	3.84	2.787
3983	ABLIM1	actin binding LIM protein 1	2.631	4.772
2674	GFRA1	GDNF family receptor alpha 1	2.681	1.403
8661	EIF3A	eukaryotic translation initiation factor 3 subunit A	0.408	1.326
10935	PRDX3	peroxiredoxin 3	-1.498	5.299
6001	RGS10	regulator of G protein signaling 10	-0.65	3.621
11196	SEC23IP	SEC23 interacting protein	-0.552	1.705
2263	FGFR2	fibroblast growth factor receptor 2	4.117	2.849
10579	TACC2	transforming acidic coiled-coil containing protein 2	3.521	11.085
118663	BTBD16	BTB domain containing 16	4.484	5.088
59338	PLEKHA1	pleckstrin homology domain containing A1	1.836	5.704
105378525	LOC105378525	uncharacterized LOC105378525	2.525	1.691
36	ACADSB	acyl-CoA dehydrogenase short/branched chain	1.729	3.875
51363	CHST15	carbohydrate sulfotransferase 15	-1.762	5.063
105378536	LOC105378536	uncharacterized LOC105378536	-7.522	2.411
9679	FAM53B	family with sequence similarity 53 member B	0.81	2.803
399818	EEF1AKMT2	EEF1A lysine methyltransferase 2	0.808	1.592
54764	ZRANB1	zinc finger RANBP2-type containing 1	0.972	4.186
55760	DHX32	DEAH-box helicase 32 (putative)	0.816	5.281
8038	ADAM12	ADAM metallopeptidase domain 12	-5.54	8.771
1793	DOCK1	dedicator of cytokinesis 1	0.994	1.429
5791	PTPRE	protein tyrosine phosphatase receptor type E	-2.323	2.943
282973	JAKMIP3	Janus kinase and microtubule interacting protein 3	1.861	1.553
3632	INPP5A	inositol polyphosphate-5-phosphatase A	0.605	1.95
112268067	LOC112268067	uncharacterized LOC112268067	-4.284	1.56
27287	VENTX	VENT homeobox	-2.369	3.927
101	ADAM8	ADAM metallopeptidase domain 8	-3.755	7.412
282969	FUOM	fucose mutarotase	-1.373	1.81
105378576	LOC105378576		2.065	1.691
105378575	LOC105378575	uncharacterized LOC105378575	4.038	5.532
1571	CYP2E1	cytochrome P450 family 2 subfamily E member 1	3.411	5.249
100133161	LINC01001	long intergenic non-protein coding RNA 1001	-1.528	1.811
60626	RIC8A	RIC8 guanine nucleotide exchange factor A	-0.508	1.485
171389	NLRP6	NLR family pyrin domain containing 6	-5.21	3.368
80162	PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase	-2.286	11.195
10581	IFITM2	interferon induced transmembrane protein 2	-3.388	18.411
8519	IFITM1	interferon induced transmembrane protein 1	-2.479	8.118
10410	IFITM3	interferon induced transmembrane protein 3	-2.79	6.629
105376505	LOC105376505	uncharacterized LOC105376505	-3.135	1.498
11187	PKP3	plakophilin 3	3.771	1.976
59307	SIGIRR	single Ig and TIR domain containing	-1.316	3.933
338440	ANO9	anoctamin 9	3.806	3.942
105376506	LOC105376506	uncharacterized LOC105376506	3.062	2.987
115399	LRRC56	leucine rich repeat containing 56	1.983	1.412
101059906	LOC101059906		2.209	3.057
3265	HRAS	HRas proto-oncogene, GTPase	1.44	3.362
256329	LMNTD2	lamin tail domain containing 2	2.435	2.03
692247	LMNTD2-AS1	LMNTD2 antisense RNA 1	2.351	1.578
8045	RASSF7	Ras association domain family member 7	1.829	3.973
143666	LOC143666	uncharacterized LOC143666	2.516	4.244
3665	IRF7	interferon regulatory factor 7	-2.373	7.163
10522	DEAF1	DEAF1 transcription factor	0.623	2.34
64787	EPS8L2	EPS8 like 2	2.499	1.629
727897	MUC5B	mucin 5B, oligomeric mucus/gel-forming	-5.083	3.24
54472	TOLLIP	toll interacting protein	1.294	8.712
7136	TNNI2	troponin I2, fast skeletal type	2.897	3.434
430	ASCL2	achaete-scute family bHLH transcription factor 2	2.642	1.502
10077	TSPAN32	tetraspanin 32	-1.716	1.391
3784	KCNQ1	potassium voltage-gated channel subfamily Q member 1	-2.059	1.877
10984	KCNQ1OT1	KCNQ1 opposite strand/antisense transcript 1	-1.131	1.684
105376526	LOC105376526	uncharacterized LOC105376526	3.64	7.268
27315	PGAP2	post-GPI attachment to proteins 2	1.949	11.572
391	RHOG	ras homolog family member G	-2.097	5.39
6737	TRIM21	tripartite motif containing 21	-1.042	1.65
143503	OR51E1	olfactory receptor family 51 subfamily E member 1	-5.486	2.785
10346	TRIM22	tripartite motif containing 22	-1.561	3.148
101927825	LOC101927825	uncharacterized LOC101927825	-1.346	1.511
3611	ILK	integrin linked kinase	-0.748	1.879
6881	TAF10	TATA-box binding protein associated factor 10	-0.622	1.996
1200	TPP1	tripeptidyl peptidase 1	-2.044	4.791
63875	MRPL17	mitochondrial ribosomal protein L17	-1.013	3.564
387751	GVINP1	GTPase, very large interferon inducible pseudogene 1	-2.969	3.546
341277	OVCH2	ovochymase 2	3.541	1.617
338322	NLRP10	NLR family pyrin domain containing 10	4.445	1.522
8665	EIF3F	eukaryotic translation initiation factor 3 subunit F	0.697	1.756
79608	RIC3	RIC3 acetylcholine receptor chaperone	2.748	1.996
4004	LMO1	LIM domain only 1	6.873	8.586
9866	TRIM66	tripartite motif containing 66	1.041	1.877
56672	AKIP1	A-kinase interacting protein 1	-1.022	2.724
56675	NRIP3	nuclear receptor interacting protein 3	-2.161	1.996
23258	DENND5A	DENN domain containing 5A	-1.862	7.45
7465	WEE1	WEE1 G2 checkpoint kinase	2.391	3.777
440028	LINC02709	long intergenic non-protein coding RNA 2709	-2.799	1.521
283104	SBF2-AS1	SBF2 antisense RNA 1	1.462	2.266
105376544	ADM-DT	ADM divergent transcript	-2.445	1.849
133	ADM	adrenomedullin	-3.512	5.028
50862	RNF141	ring finger protein 141	1.141	1.833
10894	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	-3.86	2.531
10335	IRAG1	inositol 1,4,5-triphosphate receptor associated 1	-1.388	2.116
55031	USP47	ubiquitin specific peptidase 47	0.605	1.968
84953	MICALCL	replaced by ID 9645	3.151	3.733
84188	FAR1	fatty acyl-CoA reductase 1	-1.245	2.786
10418	SPON1	spondin 1	-1.514	1.596
1315	COPB1	COPI coat complex subunit beta 1	-0.67	8.806
5682	PSMA1	proteasome 20S subunit alpha 1	-0.53	1.482
5140	PDE3B	phosphodiesterase 3B	-3.354	7.394
120227	CYP2R1	cytochrome P450 family 2 subfamily R member 1	0.986	1.523
55553	SOX6	SRY-box transcription factor 6	4.102	5.727
144100	PLEKHA7	pleckstrin homology domain containing A7	1.078	5.159
3767	KCNJ11	potassium inwardly rectifying channel subfamily J member 11	3.371	2.105
3746	KCNC1	potassium voltage-gated channel subfamily C member 1	2.593	1.307
6290	SAA3P	serum amyloid A3, pseudogene	-7.066	1.404
100528017	SAA2-SAA4	SAA2-SAA4 readthrough	-8.698	4.911
6291	SAA4	serum amyloid A4, constitutive	-5.515	2.053
6289	SAA2	serum amyloid A2	-8.34	6.377
6288	SAA1	serum amyloid A1	-9.719	8.76
55293	UEVLD	UEV and lactate/malate dehyrogenase domains	0.476	1.374
144110	TMEM86A	transmembrane protein 86A	2.11	4.338
283284	IGSF22	immunoglobulin superfamily member 22	2.929	3.528
105376579	LOC105376579	replaced by ID 144110	3.502	4.453
54503	ZDHHC13	zinc finger DHHC-type palmitoyltransferase 13	0.957	2.478
4745	NELL1	neural EGFL like 1	-3.948	1.52
143662	MUC15	mucin 15, cell surface associated	5.907	4.016
8424	BBOX1	gamma-butyrobetaine hydroxylase 1	3.363	1.708
497258	BDNF-AS	BDNF antisense RNA	1.901	1.439
81930	KIF18A	kinesin family member 18A	-1.72	1.35
5954	RCN1	reticulocalbin 1	-1.711	3.932
79056	PRRG4	proline rich and Gla domain 4	2.172	1.679
966	CD59	CD59 molecule (CD59 blood group)	-0.995	1.647
26273	FBXO3	F-box protein 3	1.162	1.742
26298	EHF	ETS homologous factor	3.737	3.001
105376624	LOC105376624	uncharacterized LOC105376624	2.071	1.363
51074	APIP	APAF1 interacting protein	-1.39	1.618
25891	PAMR1	peptidase domain containing associated with muscle regeneration 1	2.707	7.42
387763	C11orf96	chromosome 11 open reading frame 96	-3.177	6.733
2132	EXT2	exostosin glycosyltransferase 2	-0.461	1.964
56981	PRDM11	PR/SET domain 11	1.008	1.447
55343	SLC35C1	solute carrier family 35 member C1	-1.391	3.943
1408	CRY2	cryptochrome circadian regulator 2	2.138	2.301
120071	LARGE2	LARGE xylosyl- and glucuronyltransferase 2	2.904	1.576
8525	DGKZ	diacylglycerol kinase zeta	-0.652	3.822
100507401	LRP4-AS1	LRP4 antisense RNA 1	4.896	10.844
4038	LRP4	LDL receptor related protein 4	3.988	21.183
84364	ARFGAP2	ADP ribosylation factor GTPase activating protein 2	0.798	4.951
1643	DDB2	damage specific DNA binding protein 2	2	4.222
53	ACP2	acid phosphatase 2, lysosomal	-1.804	4.124
10062	NR1H3	nuclear receptor subfamily 1 group H member 3	-2.007	4.396
8567	MADD	MAP kinase activating death domain	0.413	1.41
4607	MYBPC3	myosin binding protein C3	-2.793	1.772
